second,duration,transcript
0.26,11.58,[Music]
14.4,5.2,each organization requires a database to
16.56,5.28,sort out and store its fundamental data
19.6,4.08,to provide such a facility a database
21.84,3.12,management system software is to the
23.68,3.519,rescue
24.96,4.479,with the ascent of microservices cloud
27.199,4.801,distributed apps semi-structured data
29.439,4.64,big data low latency data and so on the
32.0,3.92,customary sql list of most popular
34.079,4.081,databases are currently joined by
35.92,3.92,different nosql new sql and cloud
38.16,3.68,databases
39.84,6.0,in this video we list the top 10
41.84,4.0,databases for web application use
45.92,4.159,one oracle
47.92,4.639,oracle is known for its scalability
50.079,3.921,flexibility and exceptional performance
52.559,4.241,which makes it one of the popular
54.0,4.48,databases for web applications
56.8,4.559,it has built-in low-level computing
58.48,5.84,languages such as java c and c-plus plus
61.359,4.481,as well as a widely used rdbms
64.32,3.839,it takes up less space than other
65.84,4.639,databases and processes information more
68.159,4.721,quickly
70.479,4.881,2. mysql
72.88,4.08,mysql is a reliable database that has
75.36,3.84,grown in demand due to the striving
76.96,4.32,attitude of web developers for solidity
79.2,4.8,vigor or development
81.28,5.44,mysql is developed in c and c plus
84.0,4.479,having mysql 8.0 as the most recent
86.72,3.92,version which cannot be covered under
88.479,4.481,the free sql database
90.64,4.72,mysql gained quick ubiquity due to its
92.96,6.24,operational features adaptable license
95.36,3.84,gpl and updated versions
99.28,5.119,three ms sql server
102.079,4.241,the microsoft sql server is proved to be
104.399,3.921,an excellent choice in necessitating
106.32,3.52,exceptional execution and a wide range
108.32,3.119,of features
109.84,3.599,it can be incorporated in any
111.439,3.521,professional workplace for a variety of
113.439,3.601,objectives such as analytics
114.96,3.839,applications or business intelligence by
117.04,3.359,giving you a better grasp of overall
118.799,4.0,performance while lowering the time
120.399,4.801,spent on complex tasks
122.799,4.161,microsoft sql server comes in diverging
125.2,5.039,editions each catering to certain
126.96,3.279,workloads or audiences
130.319,4.961,4. postgresql
132.8,4.56,postgresql originally known as posters
135.28,4.0,gives a broad range of complex needs in
137.36,4.32,a single package with a simple curve to
139.28,4.08,study adapt and uphold beyond standard
141.68,4.16,capacities
143.36,4.08,postgresql is a database developed in c
145.84,4.0,that is used to deal with ample data
147.44,6.24,concerning domain registrations database
149.84,5.0,automation tools and gaming apps
153.68,4.8,5.
154.84,5.32,mongodb mondodb was released in 2009 and
158.48,3.6,is regarded to be the pill for the pain
160.16,4.32,of object oriented languages such as
162.08,4.239,rdbms as they have a different technique
164.48,4.399,for storing information and require an
166.319,4.721,add-on application level planning
168.879,4.161,along these lines to beat this problem
171.04,6.08,was created to deal with document
173.04,4.08,data with no need for additional apps
177.2,4.56,6. ibm db2
179.92,3.44,ibm's cutting edge stage is ai
181.76,4.32,controlled and designed to provide
183.36,4.959,information wherever it is needed
186.08,3.76,its proven task prepared characteristics
188.319,3.2,enable you to gain a comprehensive
189.84,3.679,overview while lowering prices with
191.519,3.601,multimodal abilities that eliminate the
193.519,5.36,requirement for imitations or
195.12,5.839,relocations at the same time
198.879,4.08,7. readies
200.959,4.161,readies can be used as a database as
202.959,4.161,well as a caching system
205.12,4.08,it is an open source and in memory store
207.12,4.0,providing varied structures like hashes
209.2,4.16,lists strings and sets along with
211.12,6.24,streams range queries hyperlogs
213.36,6.32,geospatial indexes and by maps
217.36,4.48,eight elastic search
219.68,3.919,elasticsearch is a lucien based open
221.84,3.92,full text search engine that can easily
223.599,5.28,manage horizontal scalability with its
225.76,5.039,feature of automatic sharing and api
228.879,4.0,it has the capability as well as the
230.799,4.241,energy to store and process a wide range
232.879,5.36,of data regardless of its being logging
235.04,3.199,or verifying figures
238.319,4.161,9. cassandra
240.56,3.84,cassandra can cope with large amounts of
242.48,3.92,data with the ease of the combination of
244.4,3.6,open technology and extensive column
246.4,3.759,store features
248.0,3.92,it has become a popular choice in firms
250.159,4.08,across different industries because of
251.92,4.4,its ability to withstand failures making
254.239,4.161,them suitable when coming across defects
256.32,4.4,or even a high volume of traffic on your
258.4,4.64,site
260.72,5.039,10 mariadb
263.04,6.08,mariadb is an rdms compatible with the
265.759,5.761,mysql standard it is frequently used to
269.12,4.16,replace your mysql server with no code
271.52,3.76,modifications
273.28,4.4,it is more focused on the local area
275.28,4.479,network than mysql
277.68,3.84,it is a structure that provides columnar
279.759,3.681,capacity with vast parallelly
281.52,5.55,distributed data making it quicker and
283.44,12.639,simpler to work with massive data sets
287.07,9.009,[Music]
301.84,2.079,you
