second,duration,transcript
0.179,4.261,Alex has just completed his graduation
2.58,4.259,from Stanford University
4.44,4.079,one fine day he receives a mail from
6.839,3.601,Star Trek Technologies for an interview
8.519,4.62,for the designation of a software
10.44,4.8,engineer as referred by the University
13.139,4.081,Alex was really happy and excited about
15.24,3.84,this and starts preparing for his
17.22,4.08,interview next week while he was
19.08,4.02,preparing Alex came across the term
21.3,5.219,downtime
23.1,5.22,Alex has no idea what is a downtime
26.519,4.08,he decided to seek help from his uncle
28.32,4.62,John a software engineer
30.599,4.381,John explained that downtime is a
32.94,4.139,specific time frame allocated to deploy
34.98,4.079,or update changes for a software product
37.079,3.601,in a real-time environment
39.059,3.721,and this happens because most of the
40.68,4.02,softwares we use today are developed
42.78,3.299,using the waterfall model
44.7,3.72,for example
46.079,4.921,Cisco one of the popular leaders in it
48.42,4.139,and networking globally is using agile
51.0,4.559,methodology for their subscription
52.559,4.801,billing platform SBP as it was
55.559,2.941,originally developed using the waterfall
57.36,3.44,model
58.5,4.62,after adopting the agile methodology
60.8,4.66,Cisco's product improved its overall
63.12,4.14,efficiency where defects were reduced by
65.46,4.56,40 percent compared to the previous
67.26,5.76,releases and effect removal efficiency
70.02,5.7,increased by 14 percent
73.02,4.8,upon explaining what downtime is John
75.72,3.899,further added that downtime is a small
77.82,3.78,part of the waterfall model
79.619,3.901,it is the traditional way of developing
81.6,4.08,softwares using a software development
83.52,4.38,life cycle where the whole product is
85.68,4.2,treated as one single unit and the
87.9,3.539,development of one phase starts only
89.88,4.14,after the completion of the previous
91.439,4.32,phase adding new features or updating
94.02,4.139,the existing feature in a waterfall
95.759,4.86,model based product needs a specific
98.159,3.901,time frame known as downtime to avoid
100.619,3.601,disturbance in the workflow of an
102.06,4.08,organization where applying changes in a
104.22,4.859,waterfall-based product might produce
106.14,5.4,irrelevant results or product failure
109.079,4.201,the waterfall model is the earliest or
111.54,3.359,the traditional model used for software
113.28,3.6,development where the output of one
114.899,4.381,phase acts as the input for the
116.88,5.279,preceding phase consisting of a series
119.28,4.92,of steps where each phase has specific
122.159,4.441,deliverables that act as the input for
