second,duration,transcript
0.0,4.14,so you want to learn artificial
1.8,4.38,intelligence then this video is for you
4.14,4.2,I'm going to provide you with a complete
6.18,4.2,roadmap that I would follow if I had to
8.34,4.5,start over today on my artificial
10.38,4.02,intelligence journey and now for context
12.84,4.32,I started studying artificial
14.4,4.379,intelligence back in 2013 10 years ago
17.16,3.66,and over the past years I've been
18.779,4.141,working as a freelance data scientist
20.82,4.74,helping my clients with various
22.92,5.099,end-to-end data science and artificial
25.56,4.44,intelligence Solutions and applications
28.019,3.6,I also share all of this knowledge and
30.0,4.26,my journey on this YouTube channel which
31.619,4.44,as of today has over 25 000 subscribers
34.26,3.54,and at the end of this video I will also
36.059,3.601,provide you with a resource completely
37.8,3.599,for free where you can follow all of
39.66,4.2,these steps to complete roadmap even
41.399,4.261,with training videos and instructions so
43.86,3.719,make sure to stick around for that and
45.66,3.54,now before we dive into the seven steps
47.579,3.901,that I would take today to go from
49.2,4.679,beginner all the way to monetizing my
51.48,4.44,data and AI skills it's important to
53.879,3.901,provide some context on what is
55.92,3.479,currently going on with the AI hype
57.78,3.84,because I see a lot of new people
59.399,4.5,entering the field and for a good reason
61.62,5.7,because the AI Market size is expected
63.899,6.001,to grow up to 20 volt by the year 2030
67.32,5.4,bringing it all the way to nearly 2
69.9,4.68,trillion US dollars so it's really one
72.72,4.14,of the best opportunities I would say
74.58,4.079,right now to get into because we're
76.86,5.22,still early we're still at the beginning
78.659,5.82,of this AI Revolution and also with the
82.08,4.56,release of these pre-trained models from
84.479,5.401,open AI it's now also easier than ever
86.64,5.76,to enter the field but that said that is
89.88,5.4,also where a lot of the misunderstanding
92.4,4.98,and just wrong expectations arise from
95.28,3.96,because I see a lot of people online as
97.38,3.54,well as on YouTube explaining like how
99.24,4.919,you can quickly start for example your
100.92,5.94,own AI automation agency and while there
104.159,4.681,are great tools already online out there
106.86,3.78,like both press and stack Ai and
108.84,4.559,flowwise which I also made a video on
110.64,5.04,where you can quickly spin up prototypes
113.399,3.781,and and simple Bots and even can get a
115.68,2.88,little bit more advanced don't get me
117.18,4.2,wrong you can definitely build some
118.56,4.199,great Solutions with that but if you
121.38,4.44,really want to learn artificial
122.759,5.28,intelligence and build applications that
125.82,4.499,companies can count on and build upon
128.039,4.621,then you really have to understand the
130.319,4.621,coding part the technical part really of
132.66,4.62,it so that's really where our starting
134.94,4.68,point should be for you and for your
137.28,5.28,learning path figuring out hey do I want
139.62,5.4,to just learn how to use these no code
